route_id,path_type,direction,seq,sid1,sid2,dow,hr,mins
1-13,main,go,46,1707,5379,Friday,23,10
1-13,main,go,47,5379,1708,Saturday,0,3
1-13,main,go,48,1708,1709,Saturday,1,4
1-13,main,go,49,1709,1350,Saturday,2,3
1-13,main,go,50,1350,1710,Saturday,3,9
1-13,main,go,51,1710,1351,Saturday,4,3
1-13,main,go,52,1351,1352,Saturday,5,5
1-13,main,go,53,1352,1353,Saturday,6,3
1-13,main,go,54,1353,1336,Saturday,7,4
1-13,main,go,55,1336,1354,Saturday,8,6
1-13,main,go,56,1354,1355,Saturday,9,3
1-13,main,go,57,1355,4014,Saturday,10,4
1-13,main,go,58,4014,4015,Saturday,11,6
1-13,main,go,59,4015,4016,Saturday,12,3
1-13,main,go,60,4016,4017,Saturday,13,5
1-13,main,go,61,4017,1614,Saturday,14,2
1-18,main,go,0,5589,1333,Saturday,15,7
1-18,main,go,1,1333,835,Saturday,16,3
1-18,main,go,2,835,5476,Saturday,17,3
1-18,main,go,3,5476,849,Saturday,18,5
1-18,main,go,4,849,836,Saturday,19,7
1-18,main,go,5,836,837,Saturday,20,6
1-18,main,go,6,837,879,Saturday,21,3
1-18,main,go,7,879,838,Saturday,22,6
1-18,main,go,8,838,839,Saturday,23,10
1-18,main,go,9,839,880,Sunday,0,3
1-18,main,go,10,880,5495,Sunday,1,7
1-18,main,go,11,5495,881,Sunday,2,5
1-18,main,go,12,881,882,Sunday,3,6
1-18,main,go,13,882,883,Sunday,4,3
1-18,main,go,14,883,4698,Sunday,5,6
1-18,main,go,15,4698,884,Sunday,6,9
1-18,main,go,16,884,885,Sunday,7,4
1-18,main,go,17,885,886,Sunday,8,4
1-18,main,go,18,886,887,Sunday,9,3
1-18,main,go,19,887,888,Sunday,10,4
1-18,main,go,20,888,4957,Sunday,11,3
1-18,main,go,21,4957,5555,Sunday,12,5
1-18,main,go,22,5555,889,Sunday,13,5
1-18,main,go,23,889,4185,Sunday,14,8
1-18,main,go,24,4185,890,Sunday,15,4
1-18,main,go,25,890,891,Sunday,16,8
1-18,main,go,26,891,4174,Sunday,17,3
1-18,main,go,27,4174,893,Sunday,18,7
1-18,main,go,28,893,5547,Sunday,19,3
1-18,main,go,29,5547,895,Sunday,20,9
1-18,main,go,30,895,4175,Sunday,21,4
1-18,main,go,31,4175,4176,Sunday,22,9
1-18,main,go,32,4176,896,Sunday,23,3
1-18,main,go,33,896,897,Monday,0,7
1-18,main,go,34,897,3024,Monday,1,9
1-18,main,go,35,3024,3025,Monday,2,9
1-18,main,go,36,3025,3026,Monday,3,9
1-18,main,go,37,3026,4177,Monday,4,9
1-18,main,go,38,4177,3028,Monday,5,8
1-18,main,go,39,3028,4178,Monday,6,10
1-18,main,go,40,4178,3031,Monday,7,10
1-18,main,go,41,3031,366,Monday,8,4
1-18,main,go,42,366,4225,Monday,9,8
1-18,main,go,43,4225,3893,Monday,10,5
1-18,main,go,44,3893,4186,Monday,11,8
1-18,main,go,45,4186,4187,Monday,12,4
1-18,main,go,46,4187,3894,Monday,13,9
1-18,main,go,47,3894,3895,Monday,14,3
1-18,main,go,48,3895,4227,Monday,15,6
1-18,main,go,49,4227,3896,Monday,16,7
1-18,main,go,50,3896,4192,Monday,17,4
1-18,main,go,51,4192,3419,Monday,18,6
1-18,main,go,52,3419,327,Monday,19,3
1-18,main,go,53,327,2451,Monday,20,6
1-18,main,go,54,2451,2446,Monday,21,6
1-18,main,go,55,2446,2452,Monday,22,9
1-18,main,go,56,2452,2724,Monday,23,8
1-18,main,go,57,2724,2726,Tuesday,0,10
1-18,main,go,58,2726,4837,Tuesday,1,8
1-18,main,go,59,4837,2728,Tuesday,2,6
1-18,main,go,60,2728,1584,Tuesday,3,8
1-18,main,go,61,1584,3257,Tuesday,4,8
1-18,main,go,62,3257,3258,Tuesday,5,2
1-18,main,go,63,3258,3259,Tuesday,6,6
1-18,main,go,64,3259,3260,Tuesday,7,3
1-18,main,go,65,3260,3175,Tuesday,8,6
1-18,main,go,66,3175,3589,Tuesday,9,7
1-18,main,go,67,3589,3614,Tuesday,10,5
1-18,main,go,68,3614,375,Tuesday,11,5
1-18E,main,go,0,5589,1333,Tuesday,12,7
1-18E,main,go,1,1333,835,Tuesday,13,5
1-18E,main,go,2,835,5476,Tuesday,14,3
1-18E,main,go,3,5476,849,Tuesday,15,8
1-18E,main,go,4,849,836,Tuesday,16,8
1-18E,main,go,5,836,837,Tuesday,17,5
1-18E,main,go,6,837,879,Tuesday,18,8
1-18E,main,go,7,879,838,Tuesday,19,8
1-18E,main,go,8,838,839,Tuesday,20,10
1-18E,main,go,9,839,880,Tuesday,21,10
1-18E,main,go,10,880,5495,Tuesday,22,2
1-18E,main,go,11,5495,881,Tuesday,23,6
1-18E,main,go,12,881,882,Wednesday,0,6
1-18E,main,go,13,882,883,Wednesday,1,8
1-18E,main,go,14,883,4698,Wednesday,2,9
1-18E,main,go,15,4698,884,Wednesday,3,6
1-18E,main,go,16,884,885,Wednesday,4,6
1-18E,main,go,17,885,886,Wednesday,5,3
1-18E,main,go,18,886,887,Wednesday,6,7
1-18E,main,go,19,887,888,Wednesday,7,4
1-18E,main,go,20,888,4957,Wednesday,8,7
1-18E,main,go,21,4957,5555,Wednesday,9,4
1-18E,main,go,22,5555,889,Wednesday,10,5
1-18E,main,go,23,889,4185,Wednesday,11,4
1-18E,main,go,24,4185,890,Wednesday,12,4
1-18E,main,go,25,890,891,Wednesday,13,6
1-18E,main,go,26,891,4174,Wednesday,14,8
1-18E,main,go,27,4174,893,Wednesday,15,6
1-18E,main,go,28,893,5547,Wednesday,16,10
1-18E,main,go,29,5547,895,Wednesday,17,3
1-18E,main,go,30,895,4175,Wednesday,18,8
1-18E,main,go,31,4175,4176,Wednesday,19,7
1-18E,main,go,32,4176,896,Wednesday,20,9
1-18E,main,go,33,896,897,Wednesday,21,5
1-18E,main,go,34,897,3024,Wednesday,22,2
1-18E,main,go,35,3024,3025,Wednesday,23,9
1-18E,main,go,36,3025,3026,Thursday,0,9
1-18E,main,go,37,3026,4177,Thursday,1,7
1-18E,main,go,38,4177,3028,Thursday,2,10
1-18E,main,go,39,3028,4178,Thursday,3,9
1-18E,main,go,40,4178,3031,Thursday,4,8
1-18E,main,go,41,3031,366,Thursday,5,2
1-18E,main,go,42,366,4225,Thursday,6,10
1-18E,main,go,43,4225,3893,Thursday,7,3
1-18E,main,go,44,3893,4186,Thursday,8,9
1-18E,main,go,45,4186,4187,Thursday,9,3
1-18E,main,go,46,4187,3894,Thursday,10,9
1-18E,main,go,47,3894,3895,Thursday,11,9
1-18E,main,go,48,3895,4227,Thursday,12,8
1-18E,main,go,49,4227,3896,Thursday,13,5
1-18E,main,go,50,3896,4192,Thursday,14,2
1-18E,main,go,51,4192,3419,Thursday,15,10
1-18E,main,go,52,3419,327,Thursday,16,4
1-18E,main,go,53,327,2451,Thursday,17,8
1-18E,main,go,54,2451,2446,Thursday,18,5
1-18E,main,go,55,2446,2452,Thursday,19,5
1-18E,main,go,56,2452,2724,Thursday,20,6
1-18E,main,go,57,2724,2726,Thursday,21,2
1-18E,main,go,58,2726,4837,Thursday,22,4
1-18E,main,go,59,4837,2728,Thursday,23,5
1-18E,main,go,60,2728,1584,Friday,0,7
1-18E,main,go,61,1584,3257,Friday,1,10
1-18E,main,go,62,3257,3258,Friday,2,7
1-18E,main,go,63,3258,3259,Friday,3,7
1-18E,main,go,64,3259,3260,Friday,4,7
1-18E,main,go,65,3260,3175,Friday,5,7
1-18E,main,go,66,3175,3589,Friday,6,5
1-18E,main,go,67,3589,3614,Friday,7,5
1-18E,main,go,68,3614,375,Friday,8,3
1-24E,main,go,0,919,920,Friday,9,6
1-24E,main,go,1,920,921,Friday,10,8
1-24E,main,go,2,921,514,Friday,11,3
1-24E,main,go,3,514,922,Friday,12,8
1-24E,main,go,4,922,5402,Friday,13,4
1-24E,main,go,5,5402,1860,Friday,14,2
1-24E,main,go,6,1860,923,Friday,15,7
1-24E,main,go,7,923,924,Friday,16,3
1-24E,main,go,8,924,925,Friday,17,2
1-24E,main,go,9,925,926,Friday,18,9
1-24E,main,go,10,926,927,Friday,19,10
1-24E,main,go,11,927,928,Friday,20,3
1-24E,main,go,12,928,929,Friday,21,7
1-24E,main,go,13,929,930,Friday,22,3
1-24E,main,go,14,930,870,Friday,23,4
1-24E,main,go,15,870,515,Saturday,0,5
1-24E,main,go,16,515,871,Saturday,1,5
1-24E,main,go,17,871,872,Saturday,2,10
1-24E,main,go,18,872,873,Saturday,3,7
1-24E,main,go,19,873,408,Saturday,4,7
1-24E,main,go,20,408,874,Saturday,5,10
1-24E,main,go,21,874,875,Saturday,6,7
1-24E,main,go,22,875,836,Saturday,7,3
1-24E,main,go,23,836,837,Saturday,8,8
1-24E,main,go,24,837,879,Saturday,9,9
1-24E,main,go,25,879,838,Saturday,10,4
1-24E,main,go,26,838,839,Saturday,11,10
1-24E,main,go,27,839,880,Saturday,12,2
1-24E,main,go,28,880,5495,Saturday,13,10
1-24E,main,go,29,5495,881,Saturday,14,8
1-24E,main,go,30,881,882,Saturday,15,6
1-24E,main,go,31,882,883,Saturday,16,6
1-24E,main,go,32,883,4698,Saturday,17,8
1-24E,main,go,33,4698,884,Saturday,18,5
1-24E,main,go,34,884,886,Saturday,19,7
1-24E,main,go,35,886,887,Saturday,20,9
1-24E,main,go,36,887,888,Saturday,21,9
1-24E,main,go,37,888,4957,Saturday,22,7
1-24E,main,go,38,4957,5555,Saturday,23,8
1-24E,main,go,39,5555,889,Sunday,0,6
1-24E,main,go,40,889,4185,Sunday,1,8
1-24E,main,go,41,4185,890,Sunday,2,9
1-24E,main,go,42,890,891,Sunday,3,10
1-24E,main,go,43,891,4174,Sunday,4,8
1-24E,main,go,44,4174,892,Sunday,5,3
1-24E,main,go,45,892,5548,Sunday,6,10
1-24E,main,go,46,5548,893,Sunday,7,7
1-24E,main,go,47,893,5547,Sunday,8,6
1-24E,main,go,48,5547,895,Sunday,9,5
1-24E,main,go,49,895,4175,Sunday,10,10
1-24E,main,go,50,4175,4176,Sunday,11,5
1-24E,main,go,51,4176,896,Sunday,12,9
1-24E,main,go,52,896,897,Sunday,13,9
1-24E,main,go,53,897,3024,Sunday,14,10
1-24E,main,go,54,3024,3025,Sunday,15,7
1-24E,main,go,55,3025,3026,Sunday,16,3
1-24E,main,go,56,3026,4177,Sunday,17,10
1-24E,main,go,57,4177,3028,Sunday,18,8
1-24E,main,go,58,3028,4178,Sunday,19,5
1-24E,main,go,59,4178,3031,Sunday,20,5
1-24E,main,go,60,3031,366,Sunday,21,7
1-24E,main,go,61,366,4225,Sunday,22,7
1-24E,main,go,62,4225,3893,Sunday,23,3
1-24E,main,go,63,3893,4186,Monday,0,5
1-24E,main,go,64,4186,4187,Monday,1,7
1-24E,main,go,65,4187,3894,Monday,2,2
1-24E,main,go,66,3894,3895,Monday,3,7
1-24E,main,go,67,3895,4227,Monday,4,3
1-24E,main,go,68,4227,3896,Monday,5,8
1-24E,main,go,69,3896,4192,Monday,6,5
1-24E,main,go,70,4192,3419,Monday,7,2
1-24E,main,go,71,3419,3420,Monday,8,6
1-24E,main,go,72,3420,4156,Monday,9,8
1-24E,main,go,73,4156,4157,Monday,10,6
1-24E,main,go,74,4157,367,Monday,11,9
1-24E,main,go,75,367,3927,Monday,12,3
1-24E,main,go,76,3927,1788,Monday,13,3
1-24E,main,go,77,1788,1789,Monday,14,2
1-24E,main,go,78,1789,3035,Monday,15,4
1-44,main,go,0,388,4614,Monday,16,7
1-44,main,go,1,4614,4615,Monday,17,8
1-44,main,go,2,4615,3044,Monday,18,9
1-44,main,go,3,3044,3045,Monday,19,5
1-44,main,go,4,3045,2816,Monday,20,4
1-44,main,go,5,2816,3046,Monday,21,2
1-44,main,go,6,3046,2817,Monday,22,2
1-44,main,go,7,2817,2818,Monday,23,3
1-44,main,go,8,2818,3047,Tuesday,0,2
1-44,main,go,9,3047,3049,Tuesday,1,10
1-44,main,go,10,3049,3050,Tuesday,2,6
1-44,main,go,11,3050,3051,Tuesday,3,7
1-44,main,go,12,3051,3052,Tuesday,4,3
1-44,main,go,13,3052,3053,Tuesday,5,3
1-44,main,go,14,3053,3054,Tuesday,6,4
1-44,main,go,15,3054,3055,Tuesday,7,8
1-44,main,go,16,3055,3056,Tuesday,8,8
1-44,main,go,17,3056,2819,Tuesday,9,2
1-44,main,go,18,2819,2820,Tuesday,10,6
1-44,main,go,19,2820,3058,Tuesday,11,9
1-44,main,go,20,3058,3059,Tuesday,12,5
1-44,main,go,21,3059,3060,Tuesday,13,3
1-44,main,go,22,3060,3061,Tuesday,14,6
1-44,main,go,23,3061,3062,Tuesday,15,4
1-44,main,go,24,3062,3063,Tuesday,16,3
1-44,main,go,25,3063,3064,Tuesday,17,3
1-44,main,go,26,3064,3065,Tuesday,18,3
1-44,main,go,27,3065,3066,Tuesday,19,5
1-44,main,go,28,3066,4002,Tuesday,20,6
1-44,main,go,29,4002,4003,Tuesday,21,5
1-44,main,go,30,4003,4004,Tuesday,22,6
1-44,main,go,31,4004,4005,Tuesday,23,6
1-44,main,go,32,4005,4006,Wednesday,0,3
1-44,main,go,33,4006,4007,Wednesday,1,9
1-44,main,go,34,4007,4008,Wednesday,2,9
1-44,main,go,35,4008,4009,Wednesday,3,8
1-44,main,go,36,4009,4010,Wednesday,4,4
1-44,main,go,37,4010,4011,Wednesday,5,9
1-44,main,go,38,4011,4012,Wednesday,6,6
1-44,main,go,39,4012,5426,Wednesday,7,9
1-44,main,go,40,5426,4014,Wednesday,8,4
1-44,main,go,41,4014,4015,Wednesday,9,9
1-44,main,go,42,4015,4016,Wednesday,10,7
1-44,main,go,43,4016,4017,Wednesday,11,9
1-44,main,go,44,4017,4018,Wednesday,12,9
1-44,main,go,45,4018,4019,Wednesday,13,3
1-44,main,go,46,4019,4135,Wednesday,14,6
1-44,main,go,47,4135,4136,Wednesday,15,2
1-44,main,go,48,4136,4137,Wednesday,16,2
1-44,main,go,49,4137,4138,Wednesday,17,6
1-44,main,go,50,4138,4571,Wednesday,18,4
1-44,main,go,51,4571,370,Wednesday,19,8
1-44,main,go,52,370,2888,Wednesday,20,6
1-44,main,go,53,2888,2889,Wednesday,21,8
1-44,main,go,54,2889,2890,Wednesday,22,7
1-44,main,go,55,2890,2892,Wednesday,23,6
1-44,main,go,56,2892,2893,Thursday,0,10
1-44,main,go,57,2893,2894,Thursday,1,2
1-44,main,go,58,2894,2895,Thursday,2,5
1-44,main,go,59,2895,2896,Thursday,3,10
1-44,main,go,60,2896,2445,Thursday,4,3
1-44,main,go,61,2445,2899,Thursday,5,8
1-44,main,go,62,2899,2900,Thursday,6,9
1-44,main,go,63,2900,3068,Thursday,7,8
1-44,main,go,64,3068,3069,Thursday,8,3
1-44,main,go,65,3069,4817,Thursday,9,2
1-44,main,go,66,4817,3070,Thursday,10,5
1-44,main,go,67,3070,4049,Thursday,11,10
1-44,main,go,68,4049,368,Thursday,12,6
1-44,main,go,69,368,4050,Thursday,13,2
10,main,go,0,1386,746,Thursday,14,10
10,main,go,1,746,1387,Thursday,15,8
10,main,go,2,1387,3014,Thursday,16,8
10,main,go,3,3014,3015,Thursday,17,9
10,main,go,4,3015,2979,Thursday,18,4
10,main,go,5,2979,5394,Thursday,19,5
10,main,go,6,5394,3016,Thursday,20,7
10,main,go,7,3016,3017,Thursday,21,7
10,main,go,8,3017,2976,Thursday,22,8
10,main,go,9,2976,2975,Thursday,23,10
10,main,go,10,2975,3018,Friday,0,5
10,main,go,11,3018,3019,Friday,1,2
10,main,go,12,3019,3677,Friday,2,6
10,main,go,13,3677,3678,Friday,3,8
10,main,go,14,3678,4940,Friday,4,10
10,main,go,15,4940,3855,Friday,5,4
10,main,go,16,3855,3488,Friday,6,3
10,main,go,17,3488,3856,Friday,7,2
10,main,go,18,3856,3489,Friday,8,7
10,main,go,19,3489,3490,Friday,9,9
10,main,go,20,3490,4809,Friday,10,6
10,main,go,21,4809,4215,Friday,11,7
10,main,go,22,4215,4768,Friday,12,9
10,main,go,23,4768,3431,Friday,13,5
10,main,go,24,3431,1424,Friday,14,2
10,main,go,25,1424,948,Friday,15,7
10,main,go,26,948,3434,Friday,16,6
10,main,go,27,3434,3435,Friday,17,3
10,main,go,28,3435,4637,Friday,18,6
10,main,go,29,4637,3436,Friday,19,10
10,main,go,30,3436,1401,Friday,20,4
10,main,go,31,1401,2088,Friday,21,9
10,main,go,32,2088,2089,Friday,22,7
10,main,go,33,2089,2090,Friday,23,6
10,main,go,34,2090,1794,Saturday,0,10
101,main,go,0,3631,4377,Saturday,1,4
101,main,go,1,4377,3632,Saturday,2,5
101,main,go,2,3632,3633,Saturday,3,5
101,main,go,3,3633,3634,Saturday,4,10
101,main,go,4,3634,3635,Saturday,5,3
101,main,go,5,3635,3636,Saturday,6,2
101,main,go,6,3636,3637,Saturday,7,6
101,main,go,7,3637,3638,Saturday,8,6
101,main,go,8,3638,3639,Saturday,9,6
101,main,go,9,3639,5438,Saturday,10,10
101,main,go,10,5438,3640,Saturday,11,3
101,main,go,11,3640,3641,Saturday,12,7
101,main,go,12,3641,3642,Saturday,13,6
101,main,go,13,3642,3643,Saturday,14,6
101,main,go,14,3643,3644,Saturday,15,7
101,main,go,15,3644,3645,Saturday,16,8
101,main,go,16,3645,3646,Saturday,17,4
101,main,go,17,3646,3647,Saturday,18,3
101,main,go,18,3647,3648,Saturday,19,6
101,main,go,19,3648,3649,Saturday,20,8
101,main,go,20,3649,3650,Saturday,21,8
101,main,go,21,3650,3651,Saturday,22,3
101,main,go,22,3651,3652,Saturday,23,8
101,main,go,23,3652,3653,Sunday,0,9
101,main,go,24,3653,3655,Sunday,1,9
101,main,go,25,3655,3656,Sunday,2,8
101,main,go,26,3656,3657,Sunday,3,3
101,main,go,27,3657,3658,Sunday,4,9
101,main,go,28,3658,3659,Sunday,5,6
101,main,go,29,3659,3660,Sunday,6,2
101,main,go,30,3660,3661,Sunday,7,4
101,main,go,31,3661,3662,Sunday,8,5
101,main,go,32,3662,3663,Sunday,9,4
101,main,go,33,3663,3664,Sunday,10,7
101,main,go,34,3664,4720,Sunday,11,4
101,main,go,35,4720,3679,Sunday,12,3
101,main,go,36,3679,3872,Sunday,13,6
101,main,go,37,3872,3666,Sunday,14,4
101,main,go,38,3666,3668,Sunday,15,10
101,main,go,39,3668,3669,Sunday,16,6
101,main,go,40,3669,3670,Sunday,17,9
101,main,go,41,3670,3671,Sunday,18,5
101,main,go,42,3671,4706,Sunday,19,5
101,main,go,43,4706,3672,Sunday,20,9
101,main,go,44,3672,4707,Sunday,21,5
101,main,go,45,4707,4708,Sunday,22,6
1014,main,go,0,5047,5046,Sunday,23,6
1014,main,go,1,5046,5048,Monday,0,5
1014,main,go,2,5048,5049,Monday,1,5
1014,main,go,3,5049,5050,Monday,2,4
1014,main,go,4,5050,5051,Monday,3,8
1014,main,go,5,5051,5052,Monday,4,3
1014,main,go,6,5052,5053,Monday,5,2
1014,main,go,7,5053,5054,Monday,6,3
1014,main,go,8,5054,5055,Monday,7,2
1014,main,go,9,5055,5056,Monday,8,2
1014,main,go,10,5056,5057,Monday,9,7
1014,main,go,11,5057,5058,Monday,10,5
1014,main,go,12,5058,5059,Monday,11,4
1014,main,go,13,5059,5060,Monday,12,2
1014,main,go,14,5060,5062,Monday,13,6
1014,main,go,15,5062,4942,Monday,14,3
1014,main,go,16,4942,5063,Monday,15,9
1014,main,go,17,5063,5064,Monday,16,7
1014,main,go,18,5064,5065,Monday,17,6
1014,main,go,19,5065,5066,Monday,18,2
1014,main,go,20,5066,5067,Monday,19,2
1014,main,go,21,5067,5068,Monday,20,8
1014,main,go,22,5068,5069,Monday,21,2
1017,main,go,0,3699,4762,Monday,22,5
1017,main,go,1,4762,4533,Monday,23,7
1017,main,go,2,4533,4534,Tuesday,0,2
1017,main,go,3,4534,3476,Tuesday,1,3
1017,main,go,4,3476,3477,Tuesday,2,3
1017,main,go,5,3477,3478,Tuesday,3,10
1017,main,go,6,3478,380,Tuesday,4,5
1017,main,go,7,380,3479,Tuesday,5,6
1018,main,go,0,3943,3965,Tuesday,6,6
1018,main,go,1,3965,589,Tuesday,7,3
1018,main,go,2,589,590,Tuesday,8,5
1018,main,go,3,590,591,Tuesday,9,6
1018,main,go,4,591,592,Tuesday,10,9
1018,main,go,5,592,593,Tuesday,11,9
1018,main,go,6,593,594,Tuesday,12,7
1018,main,go,7,594,595,Tuesday,13,9
1018,main,go,8,595,598,Tuesday,14,4
1018,main,go,9,598,2308,Tuesday,15,7
1018,main,go,10,2308,2309,Tuesday,16,7
1018,main,go,11,2309,2310,Tuesday,17,8
1018,main,go,12,2310,4949,Tuesday,18,10
1018,main,go,13,4949,2287,Tuesday,19,5
1018,main,go,14,2287,2288,Tuesday,20,2
1018,main,go,15,2288,2289,Tuesday,21,5
1018,main,go,16,2289,5162,Tuesday,22,8
1018,main,go,17,5162,5272,Tuesday,23,7
1018,main,go,18,5272,5273,Wednesday,0,5
1018,main,go,19,5273,2436,Wednesday,1,5
1018,main,go,20,2436,5592,Wednesday,2,6
1018,main,go,21,5592,2437,Wednesday,3,5
1018,main,go,22,2437,2398,Wednesday,4,2
1018,main,go,23,2398,5593,Wednesday,5,10
1018,main,go,24,5593,1053,Wednesday,6,10
102,main,go,0,3711,3712,Wednesday,7,8
102,main,go,1,3712,3713,Wednesday,8,2
102,main,go,2,3713,3714,Wednesday,9,4
102,main,go,3,3714,3715,Wednesday,10,4
102,main,go,4,3715,3716,Wednesday,11,2
102,main,go,5,3716,3717,Wednesday,12,4
102,main,go,6,3717,3718,Wednesday,13,3
102,main,go,7,3718,3719,Wednesday,14,7
102,main,go,8,3719,4277,Wednesday,15,6
102,main,go,9,4277,3720,Wednesday,16,3
102,main,go,10,3720,3721,Wednesday,17,7
102,main,go,11,3721,4226,Wednesday,18,6
102,main,go,12,4226,3722,Wednesday,19,4
102,main,go,13,3722,3723,Wednesday,20,9
102,main,go,14,3723,3724,Wednesday,21,7
102,main,go,15,3724,3725,Wednesday,22,9
