sid1,sid2,route,mins
3448,3364,36,4.0
3448,3420,36,5.75
3448,4217,36,1.0
3448,4223,36,5.5
3449,3539,36,0.38333333333333336
3450,2230,36,0.6333333333333333
3450,3414,36,1.25
3450,4718,36,0.5
3528,2387,145,3.0
3529,3817,145,10.5
3533,3539,8,4.25
3533,4253,8,0.11666666666666667
3534,3449,8,2.6166666666666667
3534,3533,8,0.75
3534,3537,8,1.75
3535,4218,8,1.1166666666666667
3536,2763,8,0.75
3537,1350,8,0.11666666666666667
3537,3540,8,2.25
3538,382,145,2.75
3539,2225,8,1.5
3539,4218,8,2.1166666666666667
3540,1351,8,0.11666666666666667
3540,3170,8,0.21666666666666667
3540,3577,8,3.5
3541,2234,145,5.0
3541,2933,8,2.25
3543,1645,8,0.11666666666666667
3544,3575,8,2.0
3545,3572,145,3.5
3547,3572,8,2.25
3550,4010,8,1.6166666666666667
3551,984,8,1.1166666666666667
3551,3554,145,1.0
3551,3556,8,3.25
3551,3569,8,1.75
3552,4289,8,1.5666666666666667
3554,1066,8,1.3666666666666667
3554,3550,8,2.75
3554,3562,145,4.0
3554,3566,8,1.5
3556,3557,8,1.25
3556,4246,8,1.25
3557,3558,8,2.25
3557,3565,8,0.5
3557,4097,8,1.3666666666666667
3558,3562,8,4.75
3560,1718,8,0.11666666666666667
3560,4253,8,0.11666666666666667
3561,2763,8,1.5
3561,3560,8,3.25
3562,2618,145,20.25
3562,3561,8,1.25
3563,1348,8,0.11666666666666667
3564,3359,8,0.6166666666666667
3564,3565,145,0.75
3565,3566,145,0.75
3565,4246,8,2.25
3566,3360,8,0.11666666666666667
3566,3557,8,1.25
3566,3563,8,4.25
3566,3571,145,2.75
3566,5325,8,1.3666666666666667
3567,3568,8,0.625
3568,3574,8,4.5
3568,5505,8,0.7166666666666667
3569,3554,8,2.25
3570,3551,8,2.25
3571,3575,145,2.0
3572,3551,145,0.25
3572,3552,8,1.75
3574,987,8,0.11666666666666667
3574,2223,8,4.25
3575,3541,145,4.0
3575,3551,8,2.5
3576,5388,8,0.5
3577,965,8,0.11666666666666667
3577,3547,8,1.25
3577,5228,8,0.21666666666666667
3717,3239,145,6.366666666666666
3747,2538,145,1.5
3765,3213,145,1.3666666666666667
3771,3772,145,0.75
3772,4139,145,5.0
3773,2014,145,0.11666666666666667
3791,2229,95,0.03333333333333333
3793,1351,95,0.65
3796,3576,95,0.7833333333333333
3817,3528,145,10.25
3829,3906,95,1.0
3831,4120,95,2.033333333333333
3837,3564,95,0.7833333333333333
3880,5020,95,0.2833333333333333
3906,1643,95,0.9
3906,1679,95,0.15
3910,3111,95,0.5
3910,3831,95,4.75
3914,5312,95,2.033333333333333
4002,1354,8,0.36666666666666664
4003,3217,8,1.8666666666666667
4004,987,36,3.75
4006,1352,8,2.3666666666666667
4006,3249,8,2.25
4008,2614,36,1.1166666666666667
4010,4011,36,2.25
4010,4097,36,2.25
4010,4289,36,0.13333333333333333
4011,2380,36,4.383333333333334
4011,2584,36,3.1333333333333333
4011,4012,36,2.0
4012,1336,36,5.25
4090,4091,36,0.5
4090,4094,36,3.5
4090,4123,36,0.11666666666666667
4091,4092,36,1.625
4092,375,36,1.1333333333333333
4092,3566,36,1.1333333333333333
4093,3261,36,0.8833333333333333
4094,3184,36,10.0
4097,4004,36,7.5
4097,4010,36,1.0
4097,5020,36,0.8833333333333333
4099,987,8,0.11666666666666667
4099,1334,8,0.11666666666666667
4100,4266,8,5.116666666666666
4102,2843,8,0.75
4120,2670,145,2.3666666666666667
4120,2934,145,1.25
4123,1672,145,0.18333333333333332
4123,3058,145,3.2666666666666666
4139,983,8,0.11666666666666667
4139,986,8,0.11666666666666667
4139,1676,8,1.3666666666666667
4139,2542,8,1.25
4139,2838,8,1.0666666666666667
4139,3233,8,2.3666666666666667
4139,4140,8,1.375
4140,1671,8,1.5
4140,2023,8,6.75
4155,2232,36,0.8833333333333333
4155,2665,36,0.6333333333333333
4155,2846,36,0.8833333333333333
4155,2848,36,2.3833333333333333
4155,3442,36,1.125
4217,2626,36,0.85
4217,3359,36,6.75
4217,3448,36,1.0
4218,2230,36,0.38333333333333336
4218,3364,36,1.25
4219,3359,36,1.25
4219,3372,36,1.0
4220,2669,36,3.25
4220,3541,36,0.8833333333333333
4223,327,8,6.25
4223,3418,36,0.75
4223,3420,36,5.0
4223,3446,36,0.75
4246,1343,8,0.11666666666666667
4246,3554,8,2.0
4246,3567,8,0.5
4253,2023,36,1.1333333333333333
4253,2386,36,1.1333333333333333
4253,2763,36,0.38333333333333336
4253,3090,36,1.8833333333333333
4266,3233,36,5.25
4270,4784,36,2.3833333333333333
4280,2014,145,1.1166666666666667
4280,3796,145,0.21666666666666667
4289,3561,145,2.933333333333333
4289,4011,145,1.1166666666666667
4289,5020,23,0.4666666666666666
4488,2477,8,31.75
4489,2838,8,0.06666666666666667
4588,3534,145,4.933333333333334
4590,3076,145,7.933333333333334
4670,4713,8,2.25
4676,3226,36,0.75
4676,4938,36,1.1166666666666667
4713,970,8,1.1166666666666667
4713,4139,8,0.25
4718,4217,36,0.5
4784,2542,8,7.25
4784,2650,8,3.5
4784,4676,8,1.3666666666666667
4844,4090,95,0.9
4938,3218,145,2.3833333333333333
4952,3297,23,1.0
5020,982,145,0.05
5020,1615,145,0.05
5020,1643,145,0.05
5020,2592,145,0.18333333333333332
5020,3176,145,0.9333333333333333
5020,3178,145,1.1833333333333333
5020,3203,145,0.05
5020,3232,145,0.05
5020,3261,145,0.43333333333333335
5020,3560,145,0.25
5020,3773,145,10.75
5020,3880,145,0.21666666666666667
5020,3914,145,6.216666666666667
5020,4289,145,0.11666666666666667
5020,5072,145,8.5
5072,2824,145,14.25
5072,4952,145,3.933333333333333
5227,1349,95,0.9
5228,3184,95,0.03333333333333333
5312,4280,145,0.25
5325,3570,36,2.8833333333333333
5365,2450,36,0.13333333333333333
5388,4844,145,1.4666666666666666
5505,3450,95,2.65
5608,3837,95,1.5
5609,1352,95,0.9
