sid1,sid2,route,mins
580,5245,w,2.2379028048989413
5245,580,w,2.2379028048989413
585,597,w,2.9325359294352533
597,585,w,2.9325359294352533
589,603,w,2.023245960605421
603,589,w,2.023245960605421
591,602,w,7.8431055067349975
602,591,w,7.8431055067349975
593,600,w,17.30203426096046
600,593,w,17.30203426096046
594,599,w,3.8373518208662283
599,594,w,3.8373518208662283
595,596,w,15.842786596065858
596,595,w,15.842786596065858
595,598,w,1.3544320767879232
598,595,w,1.3544320767879232
596,598,w,17.174588388000302
598,596,w,17.174588388000302
605,613,w,3.949427363085184
613,605,w,3.949427363085184
606,612,w,5.0010506387542835
612,606,w,5.0010506387542835
607,609,w,5.139989704417191
609,607,w,5.139989704417191
608,1357,w,5.928460491533512
1357,608,w,5.928460491533512
611,5427,w,14.181992027636843
5427,611,w,14.181992027636843
614,4497,w,17.301473137785887
4497,614,w,17.301473137785887
615,1011,w,7.353351681186266
1011,615,w,7.353351681186266
622,647,w,6.801904666791624
647,622,w,6.801904666791624
624,645,w,9.790921807708092
645,624,w,9.790921807708092
625,644,w,12.866933858192434
644,625,w,12.866933858192434
626,643,w,12.201255176961645
643,626,w,12.201255176961645
627,640,w,14.791853054582361
640,627,w,14.791853054582361
628,639,w,12.183745199670955
639,628,w,12.183745199670955
629,638,w,13.8085637741117
638,629,w,13.8085637741117
631,636,w,16.1080722203288
636,631,w,16.1080722203288
642,2000,w,5.171332274404667
2000,642,w,5.171332274404667
648,665,w,11.631745825942494
665,648,w,11.631745825942494
648,4433,w,11.858226576301625
4433,648,w,11.858226576301625
649,1249,w,11.131544236587425
1249,649,w,11.131544236587425
650,2091,w,8.99922195758135
2091,650,w,8.99922195758135
651,4272,w,15.038913004831292
4272,651,w,15.038913004831292
652,5089,w,6.5671835719990295
5089,652,w,6.5671835719990295
655,659,w,10.400258599028762
659,655,w,10.400258599028762
656,658,w,6.602675702350503
658,656,w,6.602675702350503
661,685,w,1.5983978366482918
685,661,w,1.5983978366482918
663,684,w,2.1659599612659153
684,663,w,2.1659599612659153
667,681,w,13.807002425444008
681,667,w,13.807002425444008
668,680,w,19.108324164871956
680,668,w,19.108324164871956
669,678,w,10.15992473026366
678,669,w,10.15992473026366
669,679,w,5.390431993236052
679,669,w,5.390431993236052
671,677,w,7.7083184891583425
677,671,w,7.7083184891583425
673,676,w,12.453484015067849
676,673,w,12.453484015067849
674,675,w,10.074210969156045
675,674,w,10.074210969156045
678,679,w,14.996939508241592
679,678,w,14.996939508241592
682,1245,w,4.1865920699695405
1245,682,w,4.1865920699695405
683,1244,w,3.074790675304049
1244,683,w,3.074790675304049
686,693,w,12.24978718445528
693,686,w,12.24978718445528
689,691,w,6.072543986189343
691,689,w,6.072543986189343
690,4662,w,4.394412318124669
4662,690,w,4.394412318124669
692,784,w,5.331162374390426
784,692,w,5.331162374390426
694,698,w,16.596543379000867
698,694,w,16.596543379000867
695,697,w,9.623040791210437
697,695,w,9.623040791210437
701,4361,w,3.379281367232373
4361,701,w,3.379281367232373
701,4362,w,18.624930998604256
4362,701,w,18.624930998604256
706,707,w,19.176859929007573
707,706,w,19.176859929007573
706,711,w,17.646748839944813
711,706,w,17.646748839944813
706,712,w,13.268618333582472
712,706,w,13.268618333582472
707,711,w,2.4791901411287345
711,707,w,2.4791901411287345
708,710,w,5.974089405503786
710,708,w,5.974089405503786
709,2296,w,19.273986796408092
2296,709,w,19.273986796408092
709,2302,w,7.486225000103907
2302,709,w,7.486225000103907
709,4778,w,15.723789946533902
4778,709,w,15.723789946533902
713,725,w,9.941143265589462
725,713,w,9.941143265589462
713,5576,w,9.908450395258516
5576,713,w,9.908450395258516
713,5577,w,0.6417141825012325
5577,713,w,0.6417141825012325
714,5624,w,13.069989112113158
5624,714,w,13.069989112113158
716,721,w,11.750211936089102
721,716,w,11.750211936089102
717,720,w,10.72065371365697
720,717,w,10.72065371365697
718,5514,w,2.7552208149057593
5514,718,w,2.7552208149057593
725,5576,w,0.6616463326861975
5576,725,w,0.6616463326861975
725,5577,w,9.694377257428274
5577,725,w,9.694377257428274
726,744,w,2.1250254673117586
744,726,w,2.1250254673117586
727,736,w,7.710234547849909
736,727,w,7.710234547849909
728,741,w,8.579875996581313
741,728,w,8.579875996581313
729,740,w,6.85375905525986
740,729,w,6.85375905525986
730,739,w,9.039397446202356
739,730,w,9.039397446202356
731,738,w,8.754996311286028
738,731,w,8.754996311286028
732,737,w,6.956884941747309
737,732,w,6.956884941747309
732,5563,w,10.773295698532081
5563,732,w,10.773295698532081
732,5564,w,4.764826921232105
5564,732,w,4.764826921232105
733,735,w,11.909776926666503
735,733,w,11.909776926666503
734,2241,w,16.472044606983275
2241,734,w,16.472044606983275
737,5563,w,7.252872195543259
5563,737,w,7.252872195543259
737,5564,w,10.826415452996853
5564,737,w,10.826415452996853
742,743,w,9.778343092678885
743,742,w,9.778343092678885
746,1386,w,11.599748567845692
1386,746,w,11.599748567845692
750,771,w,2.669977416786117
771,750,w,2.669977416786117
751,770,w,2.779937059195099
770,751,w,2.779937059195099
752,769,w,7.334657131171594
769,752,w,7.334657131171594
753,768,w,7.5539255560593235
768,753,w,7.5539255560593235
754,767,w,5.935439375026195
767,754,w,5.935439375026195
755,766,w,7.151695536305986
766,755,w,7.151695536305986
756,765,w,5.009819876924597
765,756,w,5.009819876924597
757,5595,w,15.501512471667985
5595,757,w,15.501512471667985
757,5596,w,1.7573411469565499
5596,757,w,1.7573411469565499
758,763,w,6.651727652823854
763,758,w,6.651727652823854
758,5558,w,0.567079222887467
5558,758,w,0.567079222887467
758,5559,w,6.339927083660736
5559,758,w,6.339927083660736
759,762,w,15.644869823316487
762,759,w,15.644869823316487
759,5597,w,8.28332537365907
5597,759,w,8.28332537365907
759,5598,w,0.9719336835136607
5598,759,w,0.9719336835136607
760,761,w,17.344390900942404
761,760,w,17.344390900942404
762,5597,w,19.968266912590344
5597,762,w,19.968266912590344
762,5598,w,14.895776054421873
5598,762,w,14.895776054421873
763,5558,w,6.194413063927901
5558,763,w,6.194413063927901
763,5559,w,0.5499128311700455
5559,763,w,0.5499128311700455
772,778,w,9.425327403375153
778,772,w,9.425327403375153
773,777,w,6.450967612560265
777,773,w,6.450967612560265
774,776,w,7.447384128658689
776,774,w,7.447384128658689
779,4625,w,7.628661997423402
4625,779,w,7.628661997423402
783,3035,w,19.484127992661193
3035,783,w,19.484127992661193
799,5366,w,10.526781278893939
5366,799,w,10.526781278893939
802,5406,w,7.186477678151846
5406,802,w,7.186477678151846
803,3126,w,6.503248075447376
3126,803,w,6.503248075447376
803,3142,w,8.917277501332627
3142,803,w,8.917277501332627
804,3505,w,16.295009005990387
3505,804,w,16.295009005990387
805,2012,w,7.101804154894997
2012,805,w,7.101804154894997
808,2009,w,6.271572796930944
2009,808,w,6.271572796930944
809,3652,w,8.835248967437085
3652,809,w,8.835248967437085
814,826,w,8.009057760889462
826,814,w,8.009057760889462
815,824,w,8.010260828661767
824,815,w,8.010260828661767
816,823,w,13.458228354548996
823,816,w,13.458228354548996
817,822,w,12.613327731581764
822,817,w,12.613327731581764
818,821,w,7.200100460116504
821,818,w,7.200100460116504
819,820,w,16.786161897444284
820,819,w,16.786161897444284
829,4196,w,8.260392076484223
4196,829,w,8.260392076484223
830,5447,w,0.7599856436776405
5447,830,w,0.7599856436776405
830,5448,w,10.393663662581726
5448,830,w,10.393663662581726
831,4495,w,13.836370705548706
4495,831,w,13.836370705548706
833,2719,w,4.728757480480806
2719,833,w,4.728757480480806
834,2222,w,15.92410684063707
2222,834,w,15.92410684063707
835,5476,w,1.4430011888603098
5476,835,w,1.4430011888603098
836,847,w,14.066780588255972
847,836,w,14.066780588255972
837,846,w,17.07109210873826
846,837,w,17.07109210873826
839,843,w,15.587227157659228
843,839,w,15.587227157659228
840,3114,w,9.59429673463125
3114,840,w,9.59429673463125
842,3134,w,13.866050369424471
3134,842,w,13.866050369424471
845,879,w,15.088590719707614
879,845,w,15.088590719707614
850,869,w,17.191639917304478
869,850,w,17.191639917304478
850,3461,w,11.472458907807317
3461,850,w,11.472458907807317
850,3517,w,6.961998078343482
3517,850,w,6.961998078343482
851,867,w,5.931100127151768
867,851,w,5.931100127151768
852,866,w,7.1346283459041375
866,852,w,7.1346283459041375
853,3465,w,15.552381337335007
3465,853,w,15.552381337335007
853,3514,w,9.446014279575
3514,853,w,9.446014279575
854,3513,w,19.218556958637134
3513,854,w,19.218556958637134
854,5347,w,0.559836590975919
5347,854,w,0.559836590975919
855,863,w,4.781281438566641
863,855,w,4.781281438566641
859,1439,w,11.778106025159005
1439,859,w,11.778106025159005
859,5486,w,14.18340210218212
5486,859,w,14.18340210218212
859,5489,w,2.8848427497430578
5489,859,w,2.8848427497430578
864,3466,w,6.364952666421059
3466,864,w,6.364952666421059
865,3464,w,19.980845832984038
3464,865,w,19.980845832984038
868,3462,w,18.77928035442655
3462,868,w,18.77928035442655
868,3516,w,17.86314716890892
3516,868,w,17.86314716890892
869,3461,w,7.81392464727516
3461,869,w,7.81392464727516
869,3517,w,11.423532616389412
3517,869,w,11.423532616389412
871,917,w,18.06272170557785
917,871,w,18.06272170557785
872,916,w,19.56130030476373
916,872,w,19.56130030476373
874,913,w,11.428270681780894
913,874,w,11.428270681780894
875,912,w,10.366362976224886
912,875,w,10.366362976224886
877,5478,w,16.959079150252872
5478,877,w,16.959079150252872
878,5477,w,2.0527894495470997
5477,878,w,2.0527894495470997
880,5495,w,0.7213880880009492
5495,880,w,0.7213880880009492
882,910,w,12.07810969881329
910,882,w,12.07810969881329
884,1263,w,12.242283893418032
1263,884,w,12.242283893418032
886,907,w,7.845315551735713
907,886,w,7.845315551735713
887,906,w,9.855353099385066
906,887,w,9.855353099385066
888,4957,w,9.533904397553881
4957,888,w,9.533904397553881
888,5353,w,17.450501965201827
5353,888,w,17.450501965201827
888,5554,w,8.43754567635047
5554,888,w,8.43754567635047
888,5555,w,0.8121730745619345
5555,888,w,0.8121730745619345
889,905,w,7.8193094613027
905,889,w,7.8193094613027
890,904,w,17.629423492789805
904,890,w,17.629423492789805
892,5548,w,2.3593525194189606
5548,892,w,2.3593525194189606
893,5547,w,0.7910597420486813
5547,893,w,0.7910597420486813
894,899,w,17.410783278586315
899,894,w,17.410783278586315
894,5546,w,17.851180908998664
5546,894,w,17.851180908998664
895,898,w,15.449969957162969
898,895,w,15.449969957162969
899,5546,w,1.8422520509975928
5546,899,w,1.8422520509975928
901,5545,w,2.7008130311689293
5545,901,w,2.7008130311689293
909,4698,w,18.91006867973993
4698,909,w,18.91006867973993
911,5494,w,0.8536668970580488
5494,911,w,0.8536668970580488
919,940,w,3.571012418716749
940,919,w,3.571012418716749
921,939,w,7.133699665945909
939,921,w,7.133699665945909
925,1859,w,8.092576759223764
1859,925,w,8.092576759223764
927,934,w,14.818667971995874
934,927,w,14.818667971995874
928,933,w,8.791603897419087
933,928,w,8.791603897419087
929,932,w,16.424667252842358
932,929,w,16.424667252842358
937,1860,w,7.494150716064198
1860,937,w,7.494150716064198
938,5390,w,11.290773876306043
5390,938,w,11.290773876306043
941,962,w,13.41377745141545
962,941,w,13.41377745141545
942,961,w,5.202845817717394
961,942,w,5.202845817717394
943,960,w,4.20325867056634
960,943,w,4.20325867056634
944,959,w,17.818685110222116
959,944,w,17.818685110222116
945,958,w,3.939217898647377
958,945,w,3.939217898647377
949,950,w,12.56535488146921
950,949,w,12.56535488146921
949,1574,w,10.094497027586485
1574,949,w,10.094497027586485
950,5314,w,19.976142013798672
5314,950,w,19.976142013798672
951,953,w,3.8974720758674137
953,951,w,3.8974720758674137
952,4895,w,17.765394027171958
4895,952,w,17.765394027171958
955,4951,w,10.183115468887165
4951,955,w,10.183115468887165
963,992,w,5.2313287693531425
992,963,w,5.2313287693531425
964,988,w,18.73308118219321
988,964,w,18.73308118219321
965,987,w,9.365853826943633
987,965,w,9.365853826943633
966,987,w,11.472348957942211
987,966,w,11.472348957942211
967,985,w,8.1465177465117
985,967,w,8.1465177465117
968,984,w,3.84998130713337
984,968,w,3.84998130713337
969,983,w,12.009314326746477
983,969,w,12.009314326746477
970,982,w,13.48740937188354
982,970,w,13.48740937188354
971,981,w,17.036757888030934
981,971,w,17.036757888030934
974,979,w,1.6537146598811368
979,974,w,1.6537146598811368
975,978,w,12.362138171589887
978,975,w,12.362138171589887
976,977,w,7.6077368745678395
977,976,w,7.6077368745678395
993,996,w,15.160208299045717
996,993,w,15.160208299045717
1000,1021,w,5.722787877442209
1021,1000,w,5.722787877442209
1001,1020,w,8.840310556102072
1020,1001,w,8.840310556102072
1003,1018,w,4.782974658672169
1018,1003,w,4.782974658672169
1003,4445,w,15.487758990182112
4445,1003,w,15.487758990182112
1004,4444,w,6.253138360243412
4444,1004,w,6.253138360243412
1006,4449,w,6.545349753082992
4449,1006,w,6.545349753082992
1007,4443,w,12.81102990938939
4443,1007,w,12.81102990938939
1016,1017,w,18.476866358692554
1017,1016,w,18.476866358692554
1018,4445,w,12.573644360028267
4445,1018,w,12.573644360028267
1020,4539,w,13.308018604719738
4539,1020,w,13.308018604719738
1023,5384,w,19.69184473091615
5384,1023,w,19.69184473091615
1024,1026,w,7.086693696673555
1026,1024,w,7.086693696673555
1027,1047,w,7.197176106353075
1047,1027,w,7.197176106353075
1028,1046,w,7.895321330923933
1046,1028,w,7.895321330923933
1029,1045,w,9.194581427032714
1045,1029,w,9.194581427032714
1031,1043,w,19.487084149422166
1043,1031,w,19.487084149422166
1032,1042,w,8.921329016503517
1042,1032,w,8.921329016503517
1034,1040,w,9.625733706620924
1040,1034,w,9.625733706620924
1035,1039,w,11.340443888441182
1039,1035,w,11.340443888441182
1044,5358,w,7.685101744697697
5358,1044,w,7.685101744697697
1049,1055,w,6.701438393653095
1055,1049,w,6.701438393653095
1050,1054,w,3.0655748778936993
1054,1050,w,3.0655748778936993
1051,1052,w,5.322370603993514
1052,1051,w,5.322370603993514
1057,2142,w,5.880507925921881
2142,1057,w,5.880507925921881
1060,1061,w,16.23922254903855
1061,1060,w,16.23922254903855
1071,1106,w,9.735416954076971
1106,1071,w,9.735416954076971
1072,1104,w,10.596244899703045
1104,1072,w,10.596244899703045
1076,1103,w,9.58543479660793
1103,1076,w,9.58543479660793
1078,1102,w,12.670178758729914
1102,1078,w,12.670178758729914
1079,1101,w,9.139447406737293
1101,1079,w,9.139447406737293
1081,1098,w,12.253159227393411
1098,1081,w,12.253159227393411
1082,1097,w,14.557476814233741
1097,1082,w,14.557476814233741
1083,1096,w,10.564738259367722
1096,1083,w,10.564738259367722
1084,1095,w,18.879738647626098
1095,1084,w,18.879738647626098
1085,1094,w,15.07931462223362
1094,1085,w,15.07931462223362
1087,1093,w,14.345117849092336
1093,1087,w,14.345117849092336
1088,1092,w,12.362395263897588
1092,1088,w,12.362395263897588
1090,1091,w,14.262872686111127
1091,1090,w,14.262872686111127
1109,1179,w,2.6671574089833805
1179,1109,w,2.6671574089833805
1110,1178,w,2.087600172420353
1178,1110,w,2.087600172420353
1113,5357,w,9.4534361071878
5357,1113,w,9.4534361071878
1114,1172,w,16.254493896502634
1172,1114,w,16.254493896502634
1115,1171,w,13.643256227972293
1171,1115,w,13.643256227972293
1116,1171,w,15.865494124454424
1171,1116,w,15.865494124454424
1117,1170,w,16.647462193802475
1170,1117,w,16.647462193802475
1118,1169,w,4.8750301002017284
1169,1118,w,4.8750301002017284
1120,5359,w,7.205301301654845
5359,1120,w,7.205301301654845
1121,1167,w,8.646625539117336
1167,1121,w,8.646625539117336
1123,1166,w,10.79317822493272
1166,1123,w,10.79317822493272
1124,1165,w,4.406906540523792
1165,1124,w,4.406906540523792
1125,1164,w,14.113846166934938
1164,1125,w,14.113846166934938
1128,1129,w,15.506627406319947
1129,1128,w,15.506627406319947
1128,1160,w,13.842534246702744
1160,1128,w,13.842534246702744
1129,1160,w,5.384860603657209
1160,1129,w,5.384860603657209
1130,1159,w,4.072273353563034
1159,1130,w,4.072273353563034
1133,1157,w,14.470144816481872
1157,1133,w,14.470144816481872
1134,1135,w,12.365831376298507
1135,1134,w,12.365831376298507
1134,1156,w,7.360020463476459
1156,1134,w,7.360020463476459
1135,1155,w,9.523882202853068
1155,1135,w,9.523882202853068
1135,1156,w,7.200439180327992
1156,1135,w,7.200439180327992
1137,5351,w,9.32177243337049
5351,1137,w,9.32177243337049
1138,1154,w,8.702044214018951
1154,1138,w,8.702044214018951
1139,1153,w,6.517143376889342
1153,1139,w,6.517143376889342
1140,1151,w,8.296914023903318
1151,1140,w,8.296914023903318
1141,1148,w,13.826996539803128
1148,1141,w,13.826996539803128
1141,1149,w,6.7331796935218335
1149,1141,w,6.7331796935218335
1141,5346,w,14.534229492689182
5346,1141,w,14.534229492689182
1142,1143,w,19.525592734582716
1143,1142,w,19.525592734582716
1142,1146,w,19.00993435032083
1146,1142,w,19.00993435032083
1142,1147,w,19.901827853019405
1147,1142,w,19.901827853019405
1143,1144,w,17.84007254639115
1144,1143,w,17.84007254639115
1143,1146,w,2.9275322799783474
1146,1143,w,2.9275322799783474
1144,1145,w,9.941491648565428
1145,1144,w,9.941491648565428
1144,1146,w,18.630859367595992
1146,1144,w,18.630859367595992
1148,1149,w,19.051037277354975
1149,1148,w,19.051037277354975
1148,5346,w,2.256673916827106
5346,1148,w,2.256673916827106
1152,4357,w,13.987462735221158
4357,1152,w,13.987462735221158
1155,1156,w,14.05196891671038
1156,1155,w,14.05196891671038
1161,1163,w,15.339824972787758
1163,1161,w,15.339824972787758
1174,4535,w,8.40827007456439
4535,1174,w,8.40827007456439
1180,1221,w,16.499278286180704
1221,1180,w,16.499278286180704
1181,4300,w,5.387843920889978
4300,1181,w,5.387843920889978
1182,1220,w,4.630289965667697
1220,1182,w,4.630289965667697
1184,1218,w,19.9094058413963
1218,1184,w,19.9094058413963
1186,1216,w,3.1901205856381525
1216,1186,w,3.1901205856381525
1187,1215,w,13.749052003963573
1215,1187,w,13.749052003963573
1188,1214,w,3.1662297467392846
1214,1188,w,3.1662297467392846
1189,1213,w,4.29122594137119
1213,1189,w,4.29122594137119
1189,4322,w,15.494105045278772
4322,1189,w,15.494105045278772
1190,1211,w,8.284868280764123
1211,1190,w,8.284868280764123
1191,1212,w,6.320817819569799
1212,1191,w,6.320817819569799
1192,1210,w,6.433289507286714
1210,1192,w,6.433289507286714
1194,4305,w,8.01627001186218
4305,1194,w,8.01627001186218
1195,1204,w,18.35122193585665
1204,1195,w,18.35122193585665
1195,4319,w,6.997191601871971
4319,1195,w,6.997191601871971
1197,1198,w,11.629900920595269
1198,1197,w,11.629900920595269
1204,4319,w,11.79660073099702
4319,1204,w,11.79660073099702
1205,4313,w,16.022479818518338
4313,1205,w,16.022479818518338
1213,4322,w,12.338561833243613
4322,1213,w,12.338561833243613
1221,4307,w,9.585262520497398
4307,1221,w,9.585262520497398
1222,4307,w,10.55581715397914
4307,1222,w,10.55581715397914
1223,1242,w,2.058753432516753
1242,1223,w,2.058753432516753
1223,1243,w,14.6778944817369
1243,1223,w,14.6778944817369
1224,1240,w,11.81291459665131
1240,1224,w,11.81291459665131
1224,1241,w,17.776506072418215
1241,1224,w,17.776506072418215
1225,1239,w,9.141521653486787
1239,1225,w,9.141521653486787
1225,4557,w,11.903771696736957
4557,1225,w,11.903771696736957
1226,1238,w,8.334906078738518
1238,1226,w,8.334906078738518
1227,1236,w,14.148732734482326
